id,domain,intent,user_query,response,source,split
1941,Finance,card_payment,I want to know: My debit card payment did not work. Can you guide me?,"Please check your card balance and status. If the issue continues, contact your bank for assistance.",curated_project_dataset,train
1942,Finance,transaction_issue,There is a problem with my transaction (request 29),"Review the transaction details and status in your banking account. If the issue is unresolved, contact your bank with the transaction reference.",curated_project_dataset,train
1943,E-commerce,damaged_product,My product arrived damaged (request 65),"Please take photos of the damaged item and packaging, then report the issue through the order's return or support process as soon as possible.",curated_project_dataset,train
1944,Finance,card_payment,I cannot pay with my card (request 39),"Verify that your card is active and has sufficient funds. If payments continue to fail, contact your card issuer.",curated_project_dataset,train
1945,Healthcare,lab_test,Where can I get my blood test done? (request 82),You can use an authorized laboratory or collection center. Follow the test-specific preparation instructions provided by your healthcare provider.,curated_project_dataset,train
1946,Healthcare,medication_information,How should I learn about my prescribed medicine? (request 79),"Review the prescription and medication leaflet, and ask your doctor or pharmacist about dosage, interactions, and precautions.",curated_project_dataset,train
1947,E-commerce,return_order,How do I return a product? (request 81),"Open your order details, select the return option if eligible, choose a return reason, and follow the provided instructions.",curated_project_dataset,train
1948,Healthcare,prescription,Can I get a copy of my prescription? (request 26),"You can request a copy from your prescribing doctor or healthcare provider, subject to their procedures.",curated_project_dataset,train
1949,E-commerce,payment_failed,My payment failed (request 73),"Please verify your payment details, available funds, and any bank authentication requirements, then try again.",curated_project_dataset,train
1950,Finance,bank_account,How do I open a bank account? (request 33),"Account-opening requirements vary by bank. Check the bank's official website or branch for eligibility, documents, and application steps.",curated_project_dataset,train
1951,E-commerce,account_issue,I cannot access my shopping account (request 97),"Use the account recovery or password-reset option. If you still cannot sign in, contact customer support through the official channel.",curated_project_dataset,train
1952,Finance,transaction_issue,There is a problem with my transaction (request 65),"Review the transaction details and status in your banking account. If the issue is unresolved, contact your bank with the transaction reference.",curated_project_dataset,train
1953,Finance,fraud_transaction,There is a suspicious transaction on my account (request 95),Review the transaction and report it to your bank promptly if you did not authorize it. Use only official banking contact channels.,curated_project_dataset,train
1954,Healthcare,symptoms_information,I have been feeling unwell. What should I do? (request 39),"If symptoms are mild, monitor them and consider contacting a healthcare professional. Seek urgent medical care if symptoms are severe or rapidly worsening.",curated_project_dataset,train
1955,Finance,credit_card,How do I pay my credit card bill? (request 31),"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,train
1956,Healthcare,health_insurance,Does my health insurance cover this treatment? (request 9),"Coverage depends on your insurance plan, provider network, and policy terms. Check your policy or contact your insurer for confirmation.",curated_project_dataset,train
1957,Finance,loan_information,How do I check loan eligibility? (request 72),"Eligibility depends on the lender's criteria, which may include income, credit history, employment, and existing obligations.",curated_project_dataset,train
1958,Finance,transfer_failed,I need help with this: I cannot send money. Can you guide me?,"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,train
1959,E-commerce,delivery_time,How long does delivery take? (request 38),"Delivery time varies by location, seller, and shipping option. Check the estimated delivery date shown during checkout or in your order.",curated_project_dataset,train
1960,Healthcare,appointment_booking,How can I book a doctor appointment? (request 77),"You can book an appointment by selecting a doctor, choosing an available date and time, and confirming the booking.",curated_project_dataset,train
1961,Finance,transfer_failed,I cannot send money (request 91),"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,train
1962,Finance,card_payment,My debit card payment did not work (request 36),"Please check your card balance and status. If the issue continues, contact your bank for assistance.",curated_project_dataset,train
1963,Healthcare,appointment_reschedule,Can I change my appointment time? (request 61),"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,train
1964,E-commerce,account_issue,I forgot my account password (request 94),Use the password-reset option associated with your account email or phone number.,curated_project_dataset,train
1965,Finance,credit_card,How do I pay my credit card bill? (request 83),"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,train
1966,Finance,cash_withdrawal,I could not withdraw cash (request 89),"Check whether your card is active and whether you have sufficient available balance. If the ATM charged you without dispensing cash, contact your bank promptly.",curated_project_dataset,train
1967,Finance,card_payment,I cannot pay with my card (request 51),"Verify that your card is active and has sufficient funds. If payments continue to fail, contact your card issuer.",curated_project_dataset,train
1968,Finance,credit_card,I need help with my credit card (request 96),"Please specify whether you need help with payments, limits, transactions, fees, or card access so the appropriate guidance can be provided.",curated_project_dataset,train
1969,Finance,balance_inquiry,Can you help me with this? What is my account balance? Can you guide me?,"You can check your current balance through your bank's official mobile app, online banking portal, ATM, or branch.",curated_project_dataset,train
1970,Healthcare,appointment_booking,I want to see a doctor (request 76),I can help you schedule a consultation. Please provide the medical specialty or doctor you want to visit.,curated_project_dataset,train
1971,Healthcare,appointment_booking,Can I make an appointment for tomorrow? (request 27),"Yes, if appointments are available. Please select the doctor and check tomorrow's available time slots.",curated_project_dataset,train
1972,Healthcare,lab_test,I want to know: I need information about a medical test.,"Please provide the test name. Preparation, timing, and interpretation can vary by test.",curated_project_dataset,train
1973,Finance,balance_inquiry,How can I check my balance? (request 26),Use your bank's official app or online banking service to view your current account balance.,curated_project_dataset,train
1974,E-commerce,refund,I want to know my refund status (request 56),Please provide your order details or check the refund section of your account for the latest status.,curated_project_dataset,train
1975,Finance,balance_inquiry,Can I check my balance online? (request 56),Yes. Most banks provide balance information through their official online banking or mobile application.,curated_project_dataset,train
1976,Finance,cash_withdrawal,The ATM did not give me cash (request 42),"If your account was debited, keep the ATM receipt or transaction details and contact your bank immediately for investigation.",curated_project_dataset,train
1977,E-commerce,delivery_time,Do you offer fast delivery? (request 44),"Available delivery speeds depend on the product, seller, location, and shipping options shown at checkout.",curated_project_dataset,train
1978,Finance,fraud_transaction,There is a suspicious transaction on my account. Can you guide me?,Review the transaction and report it to your bank promptly if you did not authorize it. Use only official banking contact channels.,curated_project_dataset,train
1979,E-commerce,refund,My refund has not arrived (request 66),"Please check the refund status and original payment method. If the stated processing period has passed, contact customer support with your order details.",curated_project_dataset,train
1980,E-commerce,delivery_time,Can I know the expected delivery date? (request 27),Yes. Check your order details for the current estimated delivery date.,curated_project_dataset,train
1981,E-commerce,wrong_product,I got the wrong product. What should I do? (request 72),"Keep the item and packaging, then submit an incorrect-item request through your order details.",curated_project_dataset,train
1982,Healthcare,medical_report,Where can I see my medical report? (request 97),"If digital records are available, check your healthcare account or patient portal. Otherwise, contact the healthcare provider that performed the test.",curated_project_dataset,train
1983,Healthcare,health_insurance,I need information about health insurance.,"Please specify whether you need help with coverage, claims, eligibility, or policy information so the appropriate guidance can be provided.",curated_project_dataset,train
1984,E-commerce,payment_failed,My payment failed (request 37),"Please verify your payment details, available funds, and any bank authentication requirements, then try again.",curated_project_dataset,train
1985,E-commerce,damaged_product,The package arrived damaged (request 44),Document the package condition and contact customer support or the seller with your order number and photos.,curated_project_dataset,train
1986,Finance,loan_information,How do I check loan eligibility? (request 68),"Eligibility depends on the lender's criteria, which may include income, credit history, employment, and existing obligations.",curated_project_dataset,test
1987,Finance,loan_information,How do I check loan eligibility? (request 76),"Eligibility depends on the lender's criteria, which may include income, credit history, employment, and existing obligations.",curated_project_dataset,train
1988,E-commerce,damaged_product,What should I do if my item is damaged? (request 74),"Keep the product and packaging, document the damage with photos, and submit a damage claim or return request through the order details.",curated_project_dataset,train
1989,Finance,bank_account,I want to open a new bank account (request 91),Choose an appropriate account type and follow the bank's official application process. You may need identity and address documents.,curated_project_dataset,train
1990,Healthcare,prescription,I need help with this: Can I get a copy of my prescription?,"You can request a copy from your prescribing doctor or healthcare provider, subject to their procedures.",curated_project_dataset,train
1991,E-commerce,return_order,Can I return my product? (request 31),"Return eligibility depends on the product, seller policy, and purchase date. Check the return policy associated with your order.",curated_project_dataset,train
1992,E-commerce,refund,I want to know: How does a product refund work?,"After the return or cancellation is approved, the refund is generally processed to the original payment method, subject to the seller's policy.",curated_project_dataset,train
1993,E-commerce,refund,When will I get my refund? (request 77),Refund timing depends on the payment method and seller's processing time. Check your order's refund status for the latest update.,curated_project_dataset,train
1994,Healthcare,appointment_reschedule,Can I move my appointment to next week? (request 7),You can reschedule if the provider has an available slot next week.,curated_project_dataset,train
1995,Finance,lost_or_stolen_card,My credit card is missing Please help.,"If your card is lost or stolen, block it immediately through your bank's official app or contact the bank's customer support.",curated_project_extension,train
1996,Finance,balance_inquiry,I want to know: How can I check my balance? Can you guide me?,Use your bank's official app or online banking service to view your current account balance.,curated_project_dataset,validation
1997,Healthcare,medical_report,Can you explain my medical report? (request 70),"I can explain general medical terminology, but a healthcare professional should interpret your results in the context of your symptoms and medical history.",curated_project_dataset,train
1998,E-commerce,product_information,How can I get information about a product? (request 49),"Open the product page to view its description, specifications, availability, price, and seller information.",curated_project_dataset,train
1999,Healthcare,appointment_reschedule,Can I change my appointment time? (request 25),"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,train
2000,Finance,cash_withdrawal,I want to know: Why did my cash withdrawal fail? Can you guide me?,"A withdrawal may fail because of insufficient funds, card restrictions, ATM issues, or withdrawal limits.",curated_project_dataset,train
2001,E-commerce,return_order,How do I return a product?,"Open your order details, select the return option if eligible, choose a return reason, and follow the provided instructions.",curated_project_dataset,train
2002,Healthcare,prescription,Where can I find my prescription? (request 97),Your prescription may be available in your healthcare account or provided by your doctor. Check your medical records or contact the clinic.,curated_project_dataset,train
2003,Healthcare,health_insurance,How can I check my medical insurance coverage? (request 78),Review your policy documents or contact the insurer using the official customer-service channel to confirm coverage.,curated_project_dataset,train
2004,Healthcare,emergency_guidance,When should I seek emergency care? (request 95),"Emergency care may be needed for severe or rapidly worsening symptoms. When in doubt about a potentially serious condition, seek immediate professional medical help.",curated_project_dataset,train
2005,E-commerce,wrong_product,I need help with this: I received the wrong item.,Please report the issue through your order details and provide the order number and photos of the received product if requested.,curated_project_dataset,train
2006,Healthcare,health_insurance,I need information about health insurance (request 56),"Please specify whether you need help with coverage, claims, eligibility, or policy information so the appropriate guidance can be provided.",curated_project_dataset,train
2007,E-commerce,wrong_product,Can you help me with this? I got the wrong product. What should I do?,"Keep the item and packaging, then submit an incorrect-item request through your order details.",curated_project_dataset,train
2008,E-commerce,account_issue,My account is not working (request 84),"Try signing out and back in or resetting your password. If the problem continues, contact customer support.",curated_project_dataset,train
2009,Healthcare,health_insurance,Does my health insurance cover this treatment? (request 89),"Coverage depends on your insurance plan, provider network, and policy terms. Check your policy or contact your insurer for confirmation.",curated_project_dataset,train
2010,E-commerce,wrong_product,The product I received is not what I ordered (request 91),Please report the mismatch through customer support or the order return process so the issue can be investigated.,curated_project_dataset,train
2011,E-commerce,return_order,What is the process for returning an item? (request 84),"Start a return request from your order details, select the reason, and follow the packaging and pickup or drop-off instructions.",curated_project_dataset,train
2012,E-commerce,payment_failed,I want to know: Why was my online payment declined?,"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,train
2013,Healthcare,health_insurance,Does my health insurance cover this treatment? (request 97),"Coverage depends on your insurance plan, provider network, and policy terms. Check your policy or contact your insurer for confirmation.",curated_project_dataset,train
2014,Finance,card_payment,I cannot pay with my card (request 31),"Verify that your card is active and has sufficient funds. If payments continue to fail, contact your card issuer.",curated_project_dataset,train
2015,Finance,card_payment,I cannot pay with my card (request 67),"Verify that your card is active and has sufficient funds. If payments continue to fail, contact your card issuer.",curated_project_dataset,train
2016,Finance,loan_information,I need help with this: I need information about a personal loan. Can you guide me?,"Personal-loan terms vary by lender, including eligibility, interest rate, tenure, and fees. Review the lender's official terms before applying.",curated_project_dataset,train
2017,Healthcare,medical_report,Can you explain my medical report? (request 30),"I can explain general medical terminology, but a healthcare professional should interpret your results in the context of your symptoms and medical history.",curated_project_dataset,train
2018,E-commerce,account_issue,My account is not working (request 68),"Try signing out and back in or resetting your password. If the problem continues, contact customer support.",curated_project_dataset,train
2019,E-commerce,return_order,How do I return a product? (request 73),"Open your order details, select the return option if eligible, choose a return reason, and follow the provided instructions.",curated_project_dataset,train
2020,Healthcare,emergency_guidance,This feels like an emergency (request 28),"Please seek immediate emergency medical assistance. If possible, have someone stay with you while help is arranged.",curated_project_dataset,train
2021,Healthcare,medication_information,Can you give me information about a medicine? (request 50),"Please provide the medicine name. I can give general information, but medication decisions should be confirmed with a qualified healthcare professional.",curated_project_dataset,train
2022,Finance,loan_information,How can I apply for a loan? (request 29),"Loan eligibility, documents, interest rates, and application procedures vary by lender. Check the lender's official application process.",curated_project_dataset,train
2023,E-commerce,track_order,Where is my order? (request 57),I can help with order tracking. Please provide your order number or tracking details.,curated_project_dataset,train
2024,E-commerce,product_information,Does this product have the features I need? (request 34),"Please check the product specifications and description. If a required feature is unclear, contact the seller for confirmation.",curated_project_dataset,train
2025,Finance,lost_or_stolen_card,My debit card has been stolen,Please block your card immediately and contact your bank through its official customer-support channel.,curated_project_extension,train
2026,Healthcare,emergency_guidance,What should I do in a medical emergency? (request 65),"For a serious or life-threatening emergency, seek immediate emergency medical care or contact your local emergency service. Do not rely on a chatbot for emergency treatment.",curated_project_dataset,train
2027,Healthcare,appointment_booking,I want to see a doctor (request 100),I can help you schedule a consultation. Please provide the medical specialty or doctor you want to visit.,curated_project_dataset,train
2028,Finance,transfer_pending,My money transfer is pending (request 77),Pending transfers can take time depending on the bank and transfer type. Please check the transaction status and contact your bank if it remains pending beyond the expected processing period.,curated_project_dataset,train
2029,Finance,credit_card,What is my credit card limit? (request 82),"Your current credit limit is available through your card issuer's official app, online account, statement, or customer service.",curated_project_dataset,train
2030,Finance,bank_account,I want to open a new bank account (request 99),Choose an appropriate account type and follow the bank's official application process. You may need identity and address documents.,curated_project_dataset,train
2031,E-commerce,product_information,Is this item available? (request 60),Check the product page for the latest stock status. Availability can change quickly.,curated_project_dataset,train
2032,E-commerce,damaged_product,My product arrived damaged (request 33),"Please take photos of the damaged item and packaging, then report the issue through the order's return or support process as soon as possible.",curated_project_dataset,train
2033,E-commerce,delivery_time,When will my order be delivered? (request 37),The estimated delivery date is usually shown in your order details and may depend on your location and shipping method.,curated_project_dataset,train
2034,Finance,fraud_transaction,There is a suspicious transaction on my account (request 91),Review the transaction and report it to your bank promptly if you did not authorize it. Use only official banking contact channels.,curated_project_dataset,train
2035,Finance,bank_account,I want to open a new bank account (request 75),Choose an appropriate account type and follow the bank's official application process. You may need identity and address documents.,curated_project_dataset,validation
2036,Finance,card_payment,I cannot pay with my card.,"Verify that your card is active and has sufficient funds. If payments continue to fail, contact your card issuer.",curated_project_dataset,train
2037,E-commerce,account_issue,I cannot access my shopping account (request 69),"Use the account recovery or password-reset option. If you still cannot sign in, contact customer support through the official channel.",curated_project_dataset,train
2038,E-commerce,damaged_product,What should I do if my item is damaged? (request 46),"Keep the product and packaging, document the damage with photos, and submit a damage claim or return request through the order details.",curated_project_dataset,train
2039,Healthcare,health_insurance,How can I check my medical insurance coverage? (request 30),Review your policy documents or contact the insurer using the official customer-service channel to confirm coverage.,curated_project_dataset,train
2040,Healthcare,symptoms_information,Can you tell me what my symptoms mean? (request 82),Symptoms can have many possible causes. Please consult a healthcare professional for an appropriate evaluation rather than relying on a chatbot for diagnosis.,curated_project_dataset,train
2041,Healthcare,appointment_cancel,Can I cancel my appointment today? (request 83),"Yes, if cancellation is allowed by the provider. Please check your appointment details for the applicable cancellation policy.",curated_project_dataset,train
2042,Finance,transaction_issue,I need help with a bank transaction.,Please check the transaction status and reference number. Your bank can investigate account-specific transaction issues.,curated_project_dataset,validation
2043,Finance,balance_inquiry,What is my account balance? (request 69),"You can check your current balance through your bank's official mobile app, online banking portal, ATM, or branch.",curated_project_dataset,train
2044,Finance,fraud_transaction,I do not recognize a transaction (request 97),"If you do not recognize a transaction, contact your bank or card issuer through its official channel immediately and follow its fraud-reporting process.",curated_project_dataset,train
2045,E-commerce,payment_failed,My payment failed (request 61),"Please verify your payment details, available funds, and any bank authentication requirements, then try again.",curated_project_dataset,train
2046,E-commerce,cancel_order,Can I cancel my purchase? (request 30),Cancellation depends on the order status. Please open the order details and check whether the cancellation option is available.,curated_project_dataset,train
2047,E-commerce,account_issue,I forgot my account password (request 54),Use the password-reset option associated with your account email or phone number.,curated_project_dataset,train
2048,Finance,fraud_transaction,Someone may have used my card (request 38),"Contact your card issuer immediately using the official number or app, secure your account, and follow the issuer's instructions for reporting suspected fraud.",curated_project_dataset,train
2049,Finance,card_payment,I cannot pay with my card. Can you guide me?,"Verify that your card is active and has sufficient funds. If payments continue to fail, contact your card issuer.",curated_project_dataset,train
2050,Finance,credit_card,What is my credit card limit? (request 74),"Your current credit limit is available through your card issuer's official app, online account, statement, or customer service.",curated_project_dataset,train
2051,Finance,credit_card,How do I pay my credit card bill? (request 67),"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,train
2052,Finance,transfer_failed,I need help with this: My money transfer failed. Can you guide me?,"Please check the transfer details and your account status. If the problem persists, contact your bank for the specific reason for failure.",curated_project_dataset,train
2053,Healthcare,prescription,I lost my prescription. What should I do? (request 35),Contact the prescribing healthcare provider or pharmacist. They can advise whether a replacement or copy can be issued.,curated_project_dataset,train
2054,Healthcare,appointment_reschedule,Can I change my appointment time? (request 41),"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,train
2055,Finance,fraud_transaction,Someone may have used my card (request 66),"Contact your card issuer immediately using the official number or app, secure your account, and follow the issuer's instructions for reporting suspected fraud.",curated_project_dataset,train
2056,Finance,lost_or_stolen_card,Could you help me? My debit card is missing,"If your card is lost or stolen, block it immediately through your bank's official app or contact the bank's customer support.",curated_project_extension,train
2057,E-commerce,damaged_product,Please help me: What should I do if my item is damaged?,"Keep the product and packaging, document the damage with photos, and submit a damage claim or return request through the order details.",curated_project_dataset,train
2058,Healthcare,appointment_reschedule,Please help me: Can I change my appointment time?,"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,train
2059,Healthcare,appointment_booking,I want to see a doctor (request 60),I can help you schedule a consultation. Please provide the medical specialty or doctor you want to visit.,curated_project_dataset,train
2060,E-commerce,return_order,Can I return my product? (request 7),"Return eligibility depends on the product, seller policy, and purchase date. Check the return policy associated with your order.",curated_project_dataset,train
2061,E-commerce,delivery_time,Do you offer fast delivery? (request 36),"Available delivery speeds depend on the product, seller, location, and shipping options shown at checkout.",curated_project_dataset,train
2062,Finance,cash_withdrawal,I could not withdraw cash (request 81),"Check whether your card is active and whether you have sufficient available balance. If the ATM charged you without dispensing cash, contact your bank promptly.",curated_project_dataset,train
2063,Finance,credit_card,What is my credit card limit? (request 38),"Your current credit limit is available through your card issuer's official app, online account, statement, or customer service.",curated_project_dataset,train
2064,Healthcare,symptoms_information,Can you tell me what my symptoms mean? (request 74),Symptoms can have many possible causes. Please consult a healthcare professional for an appropriate evaluation rather than relying on a chatbot for diagnosis.,curated_project_dataset,train
2065,E-commerce,cancel_order,Please cancel my order (request 31),I can guide you through cancellation. Check your order details for the Cancel Order option.,curated_project_dataset,train
2066,E-commerce,damaged_product,I received a broken product (request 99),Please report the issue promptly through your order support or return process and provide clear photos of the damage.,curated_project_dataset,train
2067,E-commerce,return_order,I want to know: What is the process for returning an item?,"Start a return request from your order details, select the reason, and follow the packaging and pickup or drop-off instructions.",curated_project_dataset,train
2068,E-commerce,track_order,My order has not arrived yet (request 64),"Please check the latest tracking update first. If the expected delivery date has passed, contact customer support with your order number.",curated_project_dataset,train
2069,Finance,transaction_issue,My transaction looks incorrect (request 26),"Please verify the amount, date, and transaction details. If you do not recognize or agree with the transaction, contact your bank promptly.",curated_project_dataset,train
2070,Healthcare,medical_report,Can you explain my medical report? (request 50),"I can explain general medical terminology, but a healthcare professional should interpret your results in the context of your symptoms and medical history.",curated_project_dataset,train
2071,Finance,transfer_pending,My bank transfer has not completed.,"Please check the transfer status and expected processing time. If it remains pending longer than expected, contact your bank.",curated_project_dataset,train
2072,Healthcare,emergency_guidance,I need help with this: I have a severe medical problem. What should I do?,"Seek urgent medical attention immediately, especially if symptoms are severe, sudden, or life-threatening.",curated_project_dataset,train
2073,Healthcare,medication_information,I want to know: What is this medicine used for?,Medication uses depend on the specific medicine and your circumstances. Check the medicine label or consult a pharmacist or doctor for reliable guidance.,curated_project_dataset,train
2074,E-commerce,account_issue,I forgot my account password (request 98),Use the password-reset option associated with your account email or phone number.,curated_project_dataset,train
2075,Finance,transfer_pending,Can you help me with this? When will my pending transfer be completed? Can you guide me?,Processing time varies by bank and transfer type. Check the transaction status for the latest update.,curated_project_dataset,train
2076,E-commerce,payment_failed,My payment failed.,"Please verify your payment details, available funds, and any bank authentication requirements, then try again.",curated_project_dataset,train
2077,Healthcare,prescription,Can I get a copy of my prescription? (request 98),"You can request a copy from your prescribing doctor or healthcare provider, subject to their procedures.",curated_project_dataset,train
2078,E-commerce,refund,How does a product refund work? (request 83),"After the return or cancellation is approved, the refund is generally processed to the original payment method, subject to the seller's policy.",curated_project_dataset,train
2079,Finance,cash_withdrawal,My ATM transaction failed (request 44),Check your account and ATM transaction status. Contact your bank if money was debited or the issue continues.,curated_project_dataset,train
2080,Finance,transaction_issue,Please help me: There is a problem with my transaction. Can you guide me?,"Review the transaction details and status in your banking account. If the issue is unresolved, contact your bank with the transaction reference.",curated_project_dataset,train
2081,Finance,credit_card,What is my credit card limit? (request 46),"Your current credit limit is available through your card issuer's official app, online account, statement, or customer service.",curated_project_dataset,train
2082,Healthcare,symptoms_information,What should I do about these symptoms? (request 97),"I can provide general information, but symptoms alone cannot establish a diagnosis. For persistent, severe, or worrying symptoms, consult a qualified healthcare professional.",curated_project_dataset,train
2083,E-commerce,wrong_product,The product I received is not what I ordered (request 39),Please report the mismatch through customer support or the order return process so the issue can be investigated.,curated_project_dataset,train
2084,Healthcare,appointment_reschedule,I need to reschedule my doctor's visit (request 74),"Open your appointment and select Reschedule, then choose another available date and time.",curated_project_dataset,train
2085,Healthcare,symptoms_information,Can you tell me what my symptoms mean? (request 90),Symptoms can have many possible causes. Please consult a healthcare professional for an appropriate evaluation rather than relying on a chatbot for diagnosis.,curated_project_dataset,train
2086,E-commerce,product_information,Can you help me with this? How can I get information about a product?,"Open the product page to view its description, specifications, availability, price, and seller information.",curated_project_dataset,train
2087,E-commerce,product_information,Does this product have the features I need? (request 38),"Please check the product specifications and description. If a required feature is unclear, contact the seller for confirmation.",curated_project_dataset,train
2088,Finance,credit_card,How do I pay my credit card bill? (request 51),"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,validation
2089,E-commerce,track_order,My order has not arrived yet.,"Please check the latest tracking update first. If the expected delivery date has passed, contact customer support with your order number.",curated_project_dataset,validation
2090,E-commerce,wrong_product,The product I received is not what I ordered (request 79),Please report the mismatch through customer support or the order return process so the issue can be investigated.,curated_project_dataset,train
2091,Finance,fraud_transaction,There is a suspicious transaction on my account (request 75),Review the transaction and report it to your bank promptly if you did not authorize it. Use only official banking contact channels.,curated_project_dataset,validation
2092,Healthcare,medication_information,Can you give me information about a medicine? (request 42),"Please provide the medicine name. I can give general information, but medication decisions should be confirmed with a qualified healthcare professional.",curated_project_dataset,train
2093,Finance,credit_card,How do I pay my credit card bill? (request 47),"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,train
2094,Finance,bank_account,I want to open a new bank account (request 59),Choose an appropriate account type and follow the bank's official application process. You may need identity and address documents.,curated_project_dataset,train
2095,Healthcare,medical_report,I received my test report. What does it mean? (request 23),"Please discuss the report with your healthcare professional, who can interpret the findings using your clinical history and examination.",curated_project_dataset,train
2096,Healthcare,symptoms_information,I want to know: I have been feeling unwell. What should I do?,"If symptoms are mild, monitor them and consider contacting a healthcare professional. Seek urgent medical care if symptoms are severe or rapidly worsening.",curated_project_dataset,train
2097,Finance,loan_information,What documents are required for a loan? (request 31),"Requirements depend on the lender and loan type. Commonly requested documents may include identity, income, and address information.",curated_project_dataset,train
2098,Healthcare,prescription,I lost my prescription. What should I do? (request 51),Contact the prescribing healthcare provider or pharmacist. They can advise whether a replacement or copy can be issued.,curated_project_dataset,train
2099,Finance,lost_or_stolen_card,My credit card is missing Can you assist?,"If your card is lost or stolen, block it immediately through your bank's official app or contact the bank's customer support.",curated_project_extension,train
2100,Healthcare,health_insurance,Can you help me with this? How can I check my medical insurance coverage?,Review your policy documents or contact the insurer using the official customer-service channel to confirm coverage.,curated_project_dataset,train
2101,E-commerce,return_order,I want to return something I bought (request 86),You can request a return from the order details if the item meets the seller's return conditions.,curated_project_dataset,train
2102,E-commerce,damaged_product,What should I do if my item is damaged? (request 54),"Keep the product and packaging, document the damage with photos, and submit a damage claim or return request through the order details.",curated_project_dataset,train
2103,Healthcare,medication_information,I want to know: Can you give me information about a medicine?,"Please provide the medicine name. I can give general information, but medication decisions should be confirmed with a qualified healthcare professional.",curated_project_dataset,train
2104,E-commerce,wrong_product,My order contains a different product (request 34),Start a return or replacement request for the incorrect item and follow the seller's instructions.,curated_project_dataset,train
2105,Healthcare,appointment_booking,Can I make an appointment for tomorrow? (request 79),"Yes, if appointments are available. Please select the doctor and check tomorrow's available time slots.",curated_project_dataset,train
2106,Healthcare,prescription,How do I view my prescription? (request 72),"If your provider offers online records, sign in to your healthcare account and open the prescription or medication section.",curated_project_dataset,train
2107,Finance,fraud_transaction,I think my account has been compromised (request 44),"Contact your bank immediately through an official channel, secure your account credentials, and follow its instructions for protecting the account.",curated_project_dataset,train
2108,Healthcare,appointment_reschedule,I want to know: Can I change my appointment time?,"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,train
2109,Finance,cash_withdrawal,I could not withdraw cash (request 33),"Check whether your card is active and whether you have sufficient available balance. If the ATM charged you without dispensing cash, contact your bank promptly.",curated_project_dataset,train
2110,Finance,loan_information,What documents are required for a loan? Can you guide me?,"Requirements depend on the lender and loan type. Commonly requested documents may include identity, income, and address information.",curated_project_dataset,train
2111,Finance,credit_card,I need help with my credit card (request 52),"Please specify whether you need help with payments, limits, transactions, fees, or card access so the appropriate guidance can be provided.",curated_project_dataset,train
2112,Healthcare,appointment_reschedule,Can you help me with this? How can I change my consultation date?,Use the reschedule option in your appointment details and select a new available date.,curated_project_dataset,train
2113,Healthcare,appointment_reschedule,I need help with this: Can I move my appointment to next week?,You can reschedule if the provider has an available slot next week.,curated_project_dataset,validation
2114,E-commerce,refund,When will I get my refund? (request 57),Refund timing depends on the payment method and seller's processing time. Check your order's refund status for the latest update.,curated_project_dataset,train
2115,Finance,transfer_pending,My bank transfer has not completed (request 31),"Please check the transfer status and expected processing time. If it remains pending longer than expected, contact your bank.",curated_project_dataset,train
2116,Finance,card_payment,My debit card payment did not work (request 68),"Please check your card balance and status. If the issue continues, contact your bank for assistance.",curated_project_dataset,train
2117,Healthcare,prescription,Can I get a copy of my prescription? (request 70),"You can request a copy from your prescribing doctor or healthcare provider, subject to their procedures.",curated_project_dataset,train
2118,E-commerce,account_issue,Please help me: My account is not working.,"Try signing out and back in or resetting your password. If the problem continues, contact customer support.",curated_project_dataset,train
2119,E-commerce,return_order,I want to return something I bought (request 30),You can request a return from the order details if the item meets the seller's return conditions.,curated_project_dataset,train
2120,Healthcare,prescription,Can I get a copy of my prescription? (request 54),"You can request a copy from your prescribing doctor or healthcare provider, subject to their procedures.",curated_project_dataset,train
2121,Healthcare,medical_report,I received my test report. What does it mean? (request 79),"Please discuss the report with your healthcare professional, who can interpret the findings using your clinical history and examination.",curated_project_dataset,train
2122,Finance,card_payment,My card payment was declined (request 25),"Check your card status, available funds, payment details, and any bank security restrictions. Contact your bank if the decline continues.",curated_project_dataset,train
2123,Finance,transfer_failed,I want to know: I cannot send money. Can you guide me?,"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,train
