id,domain,intent,user_query,response,source,split,intent_id,domain_id
1840,Healthcare,health_insurance,I need help with this: Can I use insurance for my hospital visit?,This depends on your plan and the healthcare provider. Confirm eligibility and any pre-authorization requirements with your insurer.,curated_project_dataset,train,14,2
1841,Healthcare,medical_report,I received my test report. What does it mean? (request 35),"Please discuss the report with your healthcare professional, who can interpret the findings using your clinical history and examination.",curated_project_dataset,test,18,2
1842,Healthcare,emergency_guidance,I have a severe medical problem. What should I do? (request 10),"Seek urgent medical attention immediately, especially if symptoms are severe, sudden, or life-threatening.",curated_project_dataset,train,12,2
1843,Healthcare,medication_information,What is this medicine used for? (request 69),Medication uses depend on the specific medicine and your circumstances. Check the medicine label or consult a pharmacist or doctor for reliable guidance.,curated_project_dataset,train,19,2
1844,Healthcare,appointment_cancel,I need to cancel my doctor's appointment (request 82),Please open your appointment details and select the cancellation option. Check the provider's cancellation policy for any applicable conditions.,curated_project_dataset,train,2,2
1845,Healthcare,appointment_cancel,How do I cancel my appointment? (request 65),"You can cancel the appointment from your booking details. If cancellation is unavailable online, contact the healthcare provider.",curated_project_dataset,train,2,2
1846,E-commerce,product_information,Can you help me with this? Is this item available?,Check the product page for the latest stock status. Availability can change quickly.,curated_project_dataset,test,22,0
1847,Healthcare,medication_information,I want information about my medication (request 52),Please share the medicine name if you want general information. Do not change the prescribed dose without consulting your healthcare professional.,curated_project_dataset,train,19,2
1848,Healthcare,medication_information,How should I learn about my prescribed medicine? (request 91),"Review the prescription and medication leaflet, and ask your doctor or pharmacist about dosage, interactions, and precautions.",curated_project_dataset,train,19,2
1849,Finance,transfer_pending,Can you help me with this? My money transfer is pending. Can you guide me?,Pending transfers can take time depending on the bank and transfer type. Please check the transaction status and contact your bank if it remains pending beyond the expected processing period.,curated_project_dataset,train,29,1
1850,E-commerce,cancel_order,How do I stop an order before it ships? (request 44),Open your order details and select cancellation if the option is still available.,curated_project_dataset,train,6,0
1851,E-commerce,refund,I want to know: I want to know my refund status.,Please provide your order details or check the refund section of your account for the latest status.,curated_project_dataset,train,23,0
1852,Finance,balance_inquiry,I want to know my bank balance (request 43),Please check the balance section of your official banking app or online banking account.,curated_project_dataset,test,4,1
1853,E-commerce,cancel_order,How do I stop an order before it ships? (request 12),Open your order details and select cancellation if the option is still available.,curated_project_dataset,train,6,0
1854,Finance,credit_card,How do I pay my credit card bill? (request 55),"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,train,9,1
1855,E-commerce,account_issue,I forgot my account password (request 78),Use the password-reset option associated with your account email or phone number.,curated_project_dataset,train,0,0
1856,E-commerce,payment_failed,Why was my online payment declined? (request 42),"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,train,20,0
1857,E-commerce,wrong_product,My order contains a different product (request 90),Start a return or replacement request for the incorrect item and follow the seller's instructions.,curated_project_dataset,train,30,0
1858,E-commerce,track_order,I want to know: What is the status of my order?,Please provide your order number so the current delivery status can be checked.,curated_project_dataset,train,26,0
1859,E-commerce,delivery_time,Do you offer fast delivery? (request 28),"Available delivery speeds depend on the product, seller, location, and shipping options shown at checkout.",curated_project_dataset,train,11,0
1860,E-commerce,delivery_time,When will my order be delivered? (request 33),The estimated delivery date is usually shown in your order details and may depend on your location and shipping method.,curated_project_dataset,train,11,0
1861,E-commerce,track_order,What is the status of my order? (request 75),Please provide your order number so the current delivery status can be checked.,curated_project_dataset,train,26,0
1862,Healthcare,prescription,I lost my prescription. What should I do? (request 79),Contact the prescribing healthcare provider or pharmacist. They can advise whether a replacement or copy can be issued.,curated_project_dataset,train,21,2
1863,Finance,loan_information,How do I check loan eligibility? (request 28),"Eligibility depends on the lender's criteria, which may include income, credit history, employment, and existing obligations.",curated_project_dataset,train,16,1
1864,Finance,transaction_issue,My transaction looks incorrect (request 46),"Please verify the amount, date, and transaction details. If you do not recognize or agree with the transaction, contact your bank promptly.",curated_project_dataset,train,27,1
1865,Finance,balance_inquiry,Can I check my balance online? (request 64),Yes. Most banks provide balance information through their official online banking or mobile application.,curated_project_dataset,train,4,1
1866,Finance,transaction_issue,Why is my transaction not showing?,Transaction updates can take time depending on the transaction type. Check again later and contact your bank if the expected posting time has passed.,curated_project_dataset,train,27,1
1867,Healthcare,symptoms_information,I want information about my symptoms (request 28),"I can provide general health information, but a clinician should evaluate symptoms to determine the appropriate diagnosis and treatment.",curated_project_dataset,train,25,2
1868,E-commerce,damaged_product,I received a broken product (request 91),Please report the issue promptly through your order support or return process and provide clear photos of the damage.,curated_project_dataset,train,10,0
1869,Healthcare,medication_information,How should I learn about my prescribed medicine? (request 43),"Review the prescription and medication leaflet, and ask your doctor or pharmacist about dosage, interactions, and precautions.",curated_project_dataset,validation,19,2
1870,E-commerce,wrong_product,The product I received is not what I ordered (request 59),Please report the mismatch through customer support or the order return process so the issue can be investigated.,curated_project_dataset,train,30,0
1871,Finance,transfer_failed,I cannot send money (request 71),"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,train,28,1
1872,Finance,credit_card,How can I apply for a credit card? (request 33),Credit-card eligibility and application requirements vary by issuer. Check the issuer's official application process and terms.,curated_project_dataset,train,9,1
1873,Healthcare,health_insurance,Does my health insurance cover this treatment? (request 33),"Coverage depends on your insurance plan, provider network, and policy terms. Check your policy or contact your insurer for confirmation.",curated_project_dataset,train,14,2
1874,Finance,transaction_issue,Why is my transaction not showing? (request 75),Transaction updates can take time depending on the transaction type. Check again later and contact your bank if the expected posting time has passed.,curated_project_dataset,validation,27,1
1875,Finance,transfer_failed,The transfer was unsuccessful.,Please review the transaction details and any error message. Your bank can provide the exact reason if the transaction was rejected.,curated_project_dataset,train,28,1
1876,E-commerce,payment_failed,Please help me: I cannot complete my payment.,"Check the payment method and billing details, then retry. If it still fails, try another supported payment method.",curated_project_dataset,train,20,0
1877,E-commerce,return_order,I want to return something I bought.,You can request a return from the order details if the item meets the seller's return conditions.,curated_project_dataset,train,24,0
1878,Finance,transaction_issue,I want to know: Why is my transaction not showing? Can you guide me?,Transaction updates can take time depending on the transaction type. Check again later and contact your bank if the expected posting time has passed.,curated_project_dataset,test,27,1
1879,E-commerce,payment_failed,My card payment did not go through (request 100),Please verify your card details and contact your bank if the transaction continues to be declined.,curated_project_dataset,test,20,0
1880,Finance,credit_card,What is my credit card limit? (request 78),"Your current credit limit is available through your card issuer's official app, online account, statement, or customer service.",curated_project_dataset,train,9,1
1881,Healthcare,appointment_booking,Can I make an appointment for tomorrow? (request 87),"Yes, if appointments are available. Please select the doctor and check tomorrow's available time slots.",curated_project_dataset,train,1,2
1882,E-commerce,payment_failed,My card payment did not go through.,Please verify your card details and contact your bank if the transaction continues to be declined.,curated_project_dataset,train,20,0
1883,Finance,fraud_transaction,There is a suspicious transaction on my account (request 27),Review the transaction and report it to your bank promptly if you did not authorize it. Use only official banking contact channels.,curated_project_dataset,train,13,1
1884,E-commerce,payment_failed,Why was my online payment declined? (request 82),"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,train,20,0
1885,Healthcare,medical_report,Can you explain my medical report? (request 78),"I can explain general medical terminology, but a healthcare professional should interpret your results in the context of your symptoms and medical history.",curated_project_dataset,train,18,2
1886,Healthcare,medical_report,How do I download my lab report? (request 100),"If online access is provided, sign in to the patient portal and look under reports or test results.",curated_project_dataset,train,18,2
1887,E-commerce,delivery_time,Can I know the expected delivery date? (request 67),Yes. Check your order details for the current estimated delivery date.,curated_project_dataset,train,11,0
1888,Healthcare,appointment_booking,Can I make an appointment for tomorrow? (request 55),"Yes, if appointments are available. Please select the doctor and check tomorrow's available time slots.",curated_project_dataset,train,1,2
1889,Finance,transaction_issue,Why is my transaction not showing? (request 63),Transaction updates can take time depending on the transaction type. Check again later and contact your bank if the expected posting time has passed.,curated_project_dataset,train,27,1
1890,E-commerce,return_order,What is the process for returning an item? (request 88),"Start a return request from your order details, select the reason, and follow the packaging and pickup or drop-off instructions.",curated_project_dataset,test,24,0
1891,E-commerce,delivery_time,Do you offer fast delivery? (request 68),"Available delivery speeds depend on the product, seller, location, and shipping options shown at checkout.",curated_project_dataset,train,11,0
1892,Finance,cash_withdrawal,Why did my cash withdrawal fail? (request 87),"A withdrawal may fail because of insufficient funds, card restrictions, ATM issues, or withdrawal limits.",curated_project_dataset,train,8,1
1893,Finance,transfer_failed,I cannot send money (request 55),"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,train,28,1
1894,E-commerce,damaged_product,What should I do if my item is damaged?,"Keep the product and packaging, document the damage with photos, and submit a damage claim or return request through the order details.",curated_project_dataset,train,10,0
1895,E-commerce,return_order,I want to return something I bought (request 46),You can request a return from the order details if the item meets the seller's return conditions.,curated_project_dataset,validation,24,0
1896,Healthcare,appointment_cancel,I need help with this: I need to cancel my doctor's appointment.,Please open your appointment details and select the cancellation option. Check the provider's cancellation policy for any applicable conditions.,curated_project_dataset,train,2,2
1897,Finance,credit_card,I want to know: How do I pay my credit card bill? Can you guide me?,"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,train,9,1
1898,Healthcare,emergency_guidance,This feels like an emergency (request 88),"Please seek immediate emergency medical assistance. If possible, have someone stay with you while help is arranged.",curated_project_dataset,train,12,2
1899,Healthcare,prescription,Can I get a copy of my prescription?,"You can request a copy from your prescribing doctor or healthcare provider, subject to their procedures.",curated_project_dataset,train,21,2
1900,Finance,credit_card,I need help with my credit card (request 92),"Please specify whether you need help with payments, limits, transactions, fees, or card access so the appropriate guidance can be provided.",curated_project_dataset,validation,9,1
1901,E-commerce,track_order,Can you help me with this? How can I track my package?,Use the tracking link in your order details or provide your order number to check the shipment status.,curated_project_dataset,train,26,0
1902,E-commerce,cancel_order,Please cancel my order (request 99),I can guide you through cancellation. Check your order details for the Cancel Order option.,curated_project_dataset,train,6,0
1903,E-commerce,refund,How does a product refund work? (request 95),"After the return or cancellation is approved, the refund is generally processed to the original payment method, subject to the seller's policy.",curated_project_dataset,train,23,0
1904,Healthcare,prescription,Can I get a copy of my prescription? (request 90),"You can request a copy from your prescribing doctor or healthcare provider, subject to their procedures.",curated_project_dataset,train,21,2
1905,Healthcare,medical_report,Where can I see my medical report? (request 69),"If digital records are available, check your healthcare account or patient portal. Otherwise, contact the healthcare provider that performed the test.",curated_project_dataset,train,18,2
1906,Healthcare,appointment_booking,I need to schedule a consultation (request 18),Sure. Please choose the required doctor or specialty and select an available appointment slot.,curated_project_dataset,test,1,2
1907,E-commerce,track_order,What is the status of my order? (request 43),Please provide your order number so the current delivery status can be checked.,curated_project_dataset,train,26,0
1908,E-commerce,payment_failed,My card payment did not go through (request 48),Please verify your card details and contact your bank if the transaction continues to be declined.,curated_project_dataset,train,20,0
1909,Finance,card_payment,My debit card payment did not work (request 64),"Please check your card balance and status. If the issue continues, contact your bank for assistance.",curated_project_dataset,test,7,1
1910,Healthcare,appointment_reschedule,I need to reschedule my doctor's visit (request 86),"Open your appointment and select Reschedule, then choose another available date and time.",curated_project_dataset,validation,3,2
1911,Finance,bank_account,I want to open a new bank account (request 39),Choose an appropriate account type and follow the bank's official application process. You may need identity and address documents.,curated_project_dataset,train,5,1
1912,Healthcare,medication_information,What is this medicine used for? (request 29),Medication uses depend on the specific medicine and your circumstances. Check the medicine label or consult a pharmacist or doctor for reliable guidance.,curated_project_dataset,train,19,2
1913,E-commerce,refund,When will I get my refund? (request 29),Refund timing depends on the payment method and seller's processing time. Check your order's refund status for the latest update.,curated_project_dataset,train,23,0
1914,E-commerce,account_issue,I cannot access my shopping account (request 49),"Use the account recovery or password-reset option. If you still cannot sign in, contact customer support through the official channel.",curated_project_dataset,train,0,0
1915,Healthcare,lab_test,Where can I get my blood test done? (request 70),You can use an authorized laboratory or collection center. Follow the test-specific preparation instructions provided by your healthcare provider.,curated_project_dataset,train,15,2
1916,Healthcare,appointment_booking,I want to see a doctor (request 32),I can help you schedule a consultation. Please provide the medical specialty or doctor you want to visit.,curated_project_dataset,train,1,2
1917,E-commerce,refund,My refund has not arrived (request 42),"Please check the refund status and original payment method. If the stated processing period has passed, contact customer support with your order details.",curated_project_dataset,train,23,0
1918,Healthcare,medical_report,I received my test report. What does it mean? (request 23),"Please discuss the report with your healthcare professional, who can interpret the findings using your clinical history and examination.",curated_project_dataset,train,18,2
1919,Healthcare,emergency_guidance,This feels like an emergency (request 52),"Please seek immediate emergency medical assistance. If possible, have someone stay with you while help is arranged.",curated_project_dataset,validation,12,2
1920,E-commerce,account_issue,How do I update my account details? (request 15),"Open your account settings and edit the available profile information, then save the changes.",curated_project_dataset,train,0,0
1921,Finance,balance_inquiry,How can I check my balance? (request 94),Use your bank's official app or online banking service to view your current account balance.,curated_project_dataset,train,4,1
1922,Healthcare,appointment_reschedule,I want to know: Can I move my appointment to next week?,You can reschedule if the provider has an available slot next week.,curated_project_dataset,train,3,2
1923,Healthcare,emergency_guidance,I have a severe medical problem. What should I do? (request 90),"Seek urgent medical attention immediately, especially if symptoms are severe, sudden, or life-threatening.",curated_project_dataset,train,12,2
1924,E-commerce,cancel_order,I want to cancel my order (request 65),"If the order has not shipped, you may be able to cancel it from your order details. Once shipped, cancellation may no longer be available.",curated_project_dataset,train,6,0
1925,Finance,loan_information,How can I apply for a loan? (request 93),"Loan eligibility, documents, interest rates, and application procedures vary by lender. Check the lender's official application process.",curated_project_dataset,train,16,1
1926,Finance,transfer_pending,Please help me: Why is my transfer still pending? Can you guide me?,A transfer may remain pending while the bank processes or verifies it. Check the transaction details for the expected processing time.,curated_project_dataset,train,29,1
1927,Healthcare,symptoms_information,I have been feeling unwell. What should I do? (request 27),"If symptoms are mild, monitor them and consider contacting a healthcare professional. Seek urgent medical care if symptoms are severe or rapidly worsening.",curated_project_dataset,train,25,2
1928,Healthcare,prescription,Where can I find my prescription? (request 61),Your prescription may be available in your healthcare account or provided by your doctor. Check your medical records or contact the clinic.,curated_project_dataset,validation,21,2
1929,E-commerce,refund,I want to know my refund status (request 84),Please provide your order details or check the refund section of your account for the latest status.,curated_project_dataset,train,23,0
1930,E-commerce,damaged_product,My product arrived damaged (request 25),"Please take photos of the damaged item and packaging, then report the issue through the order's return or support process as soon as possible.",curated_project_dataset,train,10,0
1931,E-commerce,track_order,What is the status of my order? (request 87),Please provide your order number so the current delivery status can be checked.,curated_project_dataset,train,26,0
1932,Finance,bank_account,Can I open a bank account online? (request 84),"Many banks offer online account opening, subject to eligibility and verification requirements. Check your bank's official website.",curated_project_dataset,validation,5,1
1933,Healthcare,symptoms_information,Can you tell me what my symptoms mean? (request 42),Symptoms can have many possible causes. Please consult a healthcare professional for an appropriate evaluation rather than relying on a chatbot for diagnosis.,curated_project_dataset,train,25,2
1934,E-commerce,delivery_time,How long does delivery take? (request 54),"Delivery time varies by location, seller, and shipping option. Check the estimated delivery date shown during checkout or in your order.",curated_project_dataset,validation,11,0
1935,Healthcare,appointment_cancel,Please cancel my consultation (request 48),I can guide you through cancellation. Open the appointment record and choose Cancel Appointment.,curated_project_dataset,train,2,2
1936,Finance,transaction_issue,I need help with a bank transaction (request 40),Please check the transaction status and reference number. Your bank can investigate account-specific transaction issues.,curated_project_dataset,train,27,1
1937,Finance,card_payment,Can you help me with this? My card payment was declined. Can you guide me?,"Check your card status, available funds, payment details, and any bank security restrictions. Contact your bank if the decline continues.",curated_project_dataset,test,7,1
1938,E-commerce,cancel_order,Can you help me with this? How do I stop an order before it ships?,Open your order details and select cancellation if the option is still available.,curated_project_dataset,train,6,0
1939,Healthcare,health_insurance,Does my health insurance cover this treatment? (request 49),"Coverage depends on your insurance plan, provider network, and policy terms. Check your policy or contact your insurer for confirmation.",curated_project_dataset,validation,14,2
1940,Healthcare,emergency_guidance,When should I seek emergency care? (request 67),"Emergency care may be needed for severe or rapidly worsening symptoms. When in doubt about a potentially serious condition, seek immediate professional medical help.",curated_project_dataset,train,12,2
1941,E-commerce,track_order,Where is my order? (request 73),I can help with order tracking. Please provide your order number or tracking details.,curated_project_dataset,train,26,0
1942,Finance,card_payment,My card payment was declined (request 65),"Check your card status, available funds, payment details, and any bank security restrictions. Contact your bank if the decline continues.",curated_project_dataset,train,7,1
1943,E-commerce,account_issue,Can you help me with this? I forgot my account password.,Use the password-reset option associated with your account email or phone number.,curated_project_dataset,train,0,0
1944,Healthcare,appointment_cancel,Please cancel my consultation (request 56),I can guide you through cancellation. Open the appointment record and choose Cancel Appointment.,curated_project_dataset,train,2,2
1945,Healthcare,lab_test,Where can I get my blood test done? (request 66),You can use an authorized laboratory or collection center. Follow the test-specific preparation instructions provided by your healthcare provider.,curated_project_dataset,train,15,2
1946,Healthcare,lab_test,Where can I get my blood test done? (request 62),You can use an authorized laboratory or collection center. Follow the test-specific preparation instructions provided by your healthcare provider.,curated_project_dataset,train,15,2
1947,E-commerce,track_order,What is the status of my order?,Please provide your order number so the current delivery status can be checked.,curated_project_dataset,train,26,0
1948,Finance,transaction_issue,My transaction looks incorrect (request 42),"Please verify the amount, date, and transaction details. If you do not recognize or agree with the transaction, contact your bank promptly.",curated_project_dataset,validation,27,1
1949,Finance,cash_withdrawal,Can you help me with this? I could not withdraw cash. Can you guide me?,"Check whether your card is active and whether you have sufficient available balance. If the ATM charged you without dispensing cash, contact your bank promptly.",curated_project_dataset,train,8,1
1950,Healthcare,appointment_cancel,How do I cancel my appointment? (request 77),"You can cancel the appointment from your booking details. If cancellation is unavailable online, contact the healthcare provider.",curated_project_dataset,train,2,2
1951,Finance,bank_account,I want to open a new bank account (request 55),Choose an appropriate account type and follow the bank's official application process. You may need identity and address documents.,curated_project_dataset,validation,5,1
1952,E-commerce,wrong_product,I got the wrong product. What should I do? (request 80),"Keep the item and packaging, then submit an incorrect-item request through your order details.",curated_project_dataset,test,30,0
1953,E-commerce,product_information,How can I get information about a product? (request 25),"Open the product page to view its description, specifications, availability, price, and seller information.",curated_project_dataset,train,22,0
1954,Finance,credit_card,I need help with this: What is my credit card limit? Can you guide me?,"Your current credit limit is available through your card issuer's official app, online account, statement, or customer service.",curated_project_dataset,train,9,1
1955,E-commerce,return_order,What is the process for returning an item?,"Start a return request from your order details, select the reason, and follow the packaging and pickup or drop-off instructions.",curated_project_dataset,train,24,0
1956,Healthcare,appointment_booking,How can I book a doctor appointment? (request 25),"You can book an appointment by selecting a doctor, choosing an available date and time, and confirming the booking.",curated_project_dataset,test,1,2
1957,Finance,credit_card,Please help me: How do I pay my credit card bill? Can you guide me?,"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,train,9,1
1958,Finance,credit_card,Can you help me with this? What is my credit card limit? Can you guide me?,"Your current credit limit is available through your card issuer's official app, online account, statement, or customer service.",curated_project_dataset,train,9,1
1959,Finance,transfer_pending,Why is my transfer still pending? (request 78),A transfer may remain pending while the bank processes or verifies it. Check the transaction details for the expected processing time.,curated_project_dataset,validation,29,1
1960,Finance,balance_inquiry,Can I check my balance online? (request 100),Yes. Most banks provide balance information through their official online banking or mobile application.,curated_project_dataset,train,4,1
1961,Healthcare,health_insurance,I need information about health insurance (request 76),"Please specify whether you need help with coverage, claims, eligibility, or policy information so the appropriate guidance can be provided.",curated_project_dataset,train,14,2
1962,Finance,credit_card,I need help with my credit card (request 100),"Please specify whether you need help with payments, limits, transactions, fees, or card access so the appropriate guidance can be provided.",curated_project_dataset,train,9,1
1963,Healthcare,emergency_guidance,When should I seek emergency care? (request 39),"Emergency care may be needed for severe or rapidly worsening symptoms. When in doubt about a potentially serious condition, seek immediate professional medical help.",curated_project_dataset,train,12,2
1964,Finance,bank_account,What documents are needed to open an account? (request 98),Requirements vary by bank and account type. Check the bank's official documentation for current identity and address requirements.,curated_project_dataset,train,5,1
1965,E-commerce,product_information,How can I get information about a product? (request 53),"Open the product page to view its description, specifications, availability, price, and seller information.",curated_project_dataset,train,22,0
1966,Healthcare,symptoms_information,I have been feeling unwell. What should I do? (request 47),"If symptoms are mild, monitor them and consider contacting a healthcare professional. Seek urgent medical care if symptoms are severe or rapidly worsening.",curated_project_dataset,train,25,2
1967,Finance,cash_withdrawal,Please help me: My ATM transaction failed. Can you guide me?,Check your account and ATM transaction status. Contact your bank if money was debited or the issue continues.,curated_project_dataset,train,8,1
1968,Finance,fraud_transaction,I think my account has been compromised (request 72),"Contact your bank immediately through an official channel, secure your account credentials, and follow its instructions for protecting the account.",curated_project_dataset,train,13,1
1969,Finance,transfer_pending,Why is my transfer still pending? (request 38),A transfer may remain pending while the bank processes or verifies it. Check the transaction details for the expected processing time.,curated_project_dataset,train,29,1
1970,E-commerce,account_issue,How do I update my account details? (request 27),"Open your account settings and edit the available profile information, then save the changes.",curated_project_dataset,validation,0,0
1971,Healthcare,symptoms_information,Can you tell me what my symptoms mean? (request 86),Symptoms can have many possible causes. Please consult a healthcare professional for an appropriate evaluation rather than relying on a chatbot for diagnosis.,curated_project_dataset,train,25,2
1972,E-commerce,wrong_product,My order contains a different product (request 30),Start a return or replacement request for the incorrect item and follow the seller's instructions.,curated_project_dataset,train,30,0
1973,Finance,transfer_failed,Why did my transfer fail? (request 62),"Transfers can fail because of incorrect details, account restrictions, insufficient funds, or bank-side issues. Check the transaction information and contact your bank if needed.",curated_project_dataset,train,28,1
1974,Finance,cash_withdrawal,I want to know: I could not withdraw cash. Can you guide me?,"Check whether your card is active and whether you have sufficient available balance. If the ATM charged you without dispensing cash, contact your bank promptly.",curated_project_dataset,train,8,1
1975,Finance,transfer_failed,My money transfer failed (request 97),"Please check the transfer details and your account status. If the problem persists, contact your bank for the specific reason for failure.",curated_project_dataset,train,28,1
1976,Healthcare,appointment_reschedule,How can I change my consultation date? (request 44),Use the reschedule option in your appointment details and select a new available date.,curated_project_dataset,train,3,2
1977,Finance,transfer_pending,My bank transfer has not completed (request 87),"Please check the transfer status and expected processing time. If it remains pending longer than expected, contact your bank.",curated_project_dataset,validation,29,1
1978,E-commerce,wrong_product,The product I received is not what I ordered (request 27),Please report the mismatch through customer support or the order return process so the issue can be investigated.,curated_project_dataset,train,30,0
1979,Healthcare,emergency_guidance,What should I do in a medical emergency? (request 37),"For a serious or life-threatening emergency, seek immediate emergency medical care or contact your local emergency service. Do not rely on a chatbot for emergency treatment.",curated_project_dataset,train,12,2
1980,E-commerce,delivery_time,How long does delivery take? (request 90),"Delivery time varies by location, seller, and shipping option. Check the estimated delivery date shown during checkout or in your order.",curated_project_dataset,train,11,0
1981,Finance,cash_withdrawal,I could not withdraw cash (request 81),"Check whether your card is active and whether you have sufficient available balance. If the ATM charged you without dispensing cash, contact your bank promptly.",curated_project_dataset,train,8,1
1982,Healthcare,symptoms_information,Please help me: What should I do about these symptoms?,"I can provide general information, but symptoms alone cannot establish a diagnosis. For persistent, severe, or worrying symptoms, consult a qualified healthcare professional.",curated_project_dataset,train,25,2
1983,E-commerce,payment_failed,My card payment did not go through (request 60),Please verify your card details and contact your bank if the transaction continues to be declined.,curated_project_dataset,train,20,0
1984,Finance,fraud_transaction,Someone may have used my card (request 26),"Contact your card issuer immediately using the official number or app, secure your account, and follow the issuer's instructions for reporting suspected fraud.",curated_project_dataset,test,13,1
1985,Finance,transfer_failed,Please help me: The transfer was unsuccessful. Can you guide me?,Please review the transaction details and any error message. Your bank can provide the exact reason if the transaction was rejected.,curated_project_dataset,train,28,1
1986,E-commerce,refund,When will I get my refund? (request 33),Refund timing depends on the payment method and seller's processing time. Check your order's refund status for the latest update.,curated_project_dataset,train,23,0
1987,Healthcare,emergency_guidance,What should I do in a medical emergency? (request 69),"For a serious or life-threatening emergency, seek immediate emergency medical care or contact your local emergency service. Do not rely on a chatbot for emergency treatment.",curated_project_dataset,train,12,2
1988,E-commerce,payment_failed,I cannot complete my payment (request 55),"Check the payment method and billing details, then retry. If it still fails, try another supported payment method.",curated_project_dataset,train,20,0
1989,Healthcare,lab_test,How do I book a lab test? (request 61),"Select the required test, choose an available laboratory or collection service, and confirm the appointment if booking is available.",curated_project_dataset,train,15,2
1990,E-commerce,account_issue,How do I update my account details? (request 35),"Open your account settings and edit the available profile information, then save the changes.",curated_project_dataset,train,0,0
1991,Healthcare,emergency_guidance,This feels like an emergency (request 36),"Please seek immediate emergency medical assistance. If possible, have someone stay with you while help is arranged.",curated_project_dataset,train,12,2
1992,Healthcare,symptoms_information,I have been feeling unwell. What should I do? (request 71),"If symptoms are mild, monitor them and consider contacting a healthcare professional. Seek urgent medical care if symptoms are severe or rapidly worsening.",curated_project_dataset,train,25,2
1993,Healthcare,prescription,I lost my prescription. What should I do? (request 67),Contact the prescribing healthcare provider or pharmacist. They can advise whether a replacement or copy can be issued.,curated_project_dataset,train,21,2
1994,E-commerce,account_issue,I forgot my account password (request 74),Use the password-reset option associated with your account email or phone number.,curated_project_dataset,train,0,0
1995,E-commerce,wrong_product,The product I received is not what I ordered (request 55),Please report the mismatch through customer support or the order return process so the issue can be investigated.,curated_project_dataset,train,30,0
1996,E-commerce,track_order,Where is my order? (request 25),I can help with order tracking. Please provide your order number or tracking details.,curated_project_dataset,train,26,0
1997,Healthcare,health_insurance,Does my health insurance cover this treatment? (request 25),"Coverage depends on your insurance plan, provider network, and policy terms. Check your policy or contact your insurer for confirmation.",curated_project_dataset,train,14,2
1998,Healthcare,emergency_guidance,When should I seek emergency care? (request 83),"Emergency care may be needed for severe or rapidly worsening symptoms. When in doubt about a potentially serious condition, seek immediate professional medical help.",curated_project_dataset,train,12,2
1999,Finance,bank_account,How do I open a bank account? (request 73),"Account-opening requirements vary by bank. Check the bank's official website or branch for eligibility, documents, and application steps.",curated_project_dataset,train,5,1
2000,Finance,fraud_transaction,I do not recognize a transaction (request 57),"If you do not recognize a transaction, contact your bank or card issuer through its official channel immediately and follow its fraud-reporting process.",curated_project_dataset,train,13,1
2001,E-commerce,delivery_time,How long does delivery take? (request 46),"Delivery time varies by location, seller, and shipping option. Check the estimated delivery date shown during checkout or in your order.",curated_project_dataset,train,11,0
2002,Finance,cash_withdrawal,Why did my cash withdrawal fail? (request 83),"A withdrawal may fail because of insufficient funds, card restrictions, ATM issues, or withdrawal limits.",curated_project_dataset,train,8,1
2003,Finance,balance_inquiry,How can I check my balance? (request 46),Use your bank's official app or online banking service to view your current account balance.,curated_project_dataset,train,4,1
2004,Finance,transfer_failed,I want to know: I cannot send money. Can you guide me?,"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,train,28,1
2005,Healthcare,health_insurance,How can I check my medical insurance coverage? (request 14),Review your policy documents or contact the insurer using the official customer-service channel to confirm coverage.,curated_project_dataset,train,14,2
2006,E-commerce,damaged_product,My product arrived damaged (request 93),"Please take photos of the damaged item and packaging, then report the issue through the order's return or support process as soon as possible.",curated_project_dataset,train,10,0
2007,E-commerce,payment_failed,I cannot complete my payment (request 31),"Check the payment method and billing details, then retry. If it still fails, try another supported payment method.",curated_project_dataset,train,20,0
2008,Healthcare,medical_report,I received my test report. What does it mean? (request 79),"Please discuss the report with your healthcare professional, who can interpret the findings using your clinical history and examination.",curated_project_dataset,train,18,2
2009,E-commerce,damaged_product,What should I do if my item is damaged? (request 50),"Keep the product and packaging, document the damage with photos, and submit a damage claim or return request through the order details.",curated_project_dataset,validation,10,0
2010,E-commerce,refund,Please help me: When will I get my refund?,Refund timing depends on the payment method and seller's processing time. Check your order's refund status for the latest update.,curated_project_dataset,train,23,0
2011,Finance,transaction_issue,I need help with a bank transaction (request 100),Please check the transaction status and reference number. Your bank can investigate account-specific transaction issues.,curated_project_dataset,validation,27,1
2012,Finance,credit_card,I need help with my credit card (request 72),"Please specify whether you need help with payments, limits, transactions, fees, or card access so the appropriate guidance can be provided.",curated_project_dataset,train,9,1
